run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,crash_dd_min,crash_recent_min,crash_recent_max,recovery_min,expansion_min,atr_expansion_min,vol_max,ret20_min,ret20_max,ret60_min,ret60_max,rsi_max,ema20_min,ema50_min,atrp_max,range60_max,close_pos_min,upper_max,stop_atr,rr,hold,cooldown,fail_bars,fail_pnl,verdict,note
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_D_044,exit_geometry,stop_rr_grid,long,29518,9329,20189,31.60444474557897,12.766722928231445,12.844791008780664,2.7446932034757565,109.74754769948623,597,0,0.01,0.0004,0.08,EM25_D_044,-0.22,12,240,0.08,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,1.0,2.8,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_D_043,exit_geometry,stop_rr_grid,long,30128,10182,19946,33.795804567180035,8.58858956448232,8.717171101539044,2.5842390168529406,105.9076595479143,597,0,0.01,0.0004,0.08,EM25_D_043,-0.22,12,240,0.08,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,1.0,2.2,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_A_019,crash_recovery_local,crash_recovery_grid,long,14975,5423,9552,36.213689482470784,5.922625428570472,6.174781059154433,1.8185923839675433,104.24389457711844,597,0,0.01,0.0004,0.08,EM25_A_019,-0.28,12,240,0.1,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_A_015,crash_recovery_local,crash_recovery_grid,long,20470,7318,13152,35.74987787005374,4.6626575277200155,4.76226190830793,1.8591599353896315,102.81456390750073,597,0,0.01,0.0004,0.08,EM25_A_015,-0.25,12,240,0.1,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_D_041,exit_geometry,stop_rr_grid,long,30393,9192,21201,30.24380613957161,5.246020098491022,5.4586207106288365,2.6124046409160884,102.70361480893828,597,0,0.01,0.0004,0.08,EM25_D_041,-0.22,12,240,0.08,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.8,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_A_018,crash_recovery_local,crash_recovery_grid,long,17032,6119,10913,35.926491310474404,4.562177942032686,4.944669389677947,2.4862841241805156,102.33544673546865,597,0,0.01,0.0004,0.08,EM25_A_018,-0.28,12,240,0.08,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_A_014,crash_recovery_local,crash_recovery_grid,long,23662,8447,15215,35.698588454061365,4.292163788482428,4.476942731703071,2.4489664765034225,101.91833742852798,597,0,0.01,0.0004,0.08,EM25_A_014,-0.25,12,240,0.08,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_B_024,recency_window,crash_recency_grid,long,26171,9315,16856,35.59283176034542,3.877748346148424,4.026112737371101,2.4641312958234907,101.4627727375809,597,0,0.01,0.0004,0.08,EM25_B_024,-0.22,12,180,0.08,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_C_035,post_recovery_expansion,expansion_grid,long,23651,8350,15301,35.305061096782374,3.233796118937926,3.556122366674952,2.075726367769737,101.40658062927,597,0,0.01,0.0004,0.08,EM25_C_035,-0.22,12,240,0.08,0.02,1.0,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_A_020,crash_recovery_local,crash_recovery_grid,long,13181,4745,8436,35.998786131553,3.4486340621660228,3.642048654676011,2.2322615636395815,101.32848703878905,597,0,0.01,0.0004,0.08,EM25_A_020,-0.28,12,240,0.12,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_A_016,crash_recovery_local,crash_recovery_grid,long,17677,6367,11310,36.01855518470329,4.007759184442561,4.119396593623081,3.011949924776347,100.98337250624387,597,0,0.01,0.0004,0.08,EM25_A_016,-0.25,12,240,0.12,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_D_042,exit_geometry,stop_rr_grid,long,30744,11316,19428,36.807181889149106,4.677637684696245,4.907646462244664,4.012860193028467,100.69784927791821,597,0,0.01,0.0004,0.08,EM25_D_042,-0.22,12,240,0.08,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,1.0,1.8,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_A_011,crash_recovery_local,crash_recovery_grid,long,26475,9358,17117,35.346553352219075,2.9552344631884164,3.4060416500920843,3.207952186713059,100.08882527578454,597,0,0.01,0.0004,0.08,EM25_A_011,-0.22,12,240,0.1,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_A_013,crash_recovery_local,crash_recovery_grid,long,27139,9688,17451,35.69770441062678,3.0335401584353994,3.5804915580174734,3.419397329692486,100.03866299560028,597,0,0.01,0.0004,0.08,EM25_A_013,-0.25,12,240,0.06,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_A_017,crash_recovery_local,crash_recovery_grid,long,19242,6850,12392,35.599210061324186,2.270746962864867,3.1209943676224983,3.486566793430812,99.52561202094532,597,0,0.01,0.0004,0.08,EM25_A_017,-0.28,12,240,0.06,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_D_038,exit_geometry,stop_rr_grid,long,31412,9256,22156,29.46644594422514,3.2975493524678434,3.566257772090209,4.126464280853337,99.29263313810841,597,0,0.01,0.0004,0.08,EM25_D_038,-0.22,12,240,0.08,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.7,2.8,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_D_040,exit_geometry,stop_rr_grid,long,31074,10455,20619,33.64549140760765,2.9168241537225414,3.10328185030313,3.7525812406047576,99.23424743714081,597,0,0.01,0.0004,0.08,EM25_D_040,-0.22,12,240,0.08,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.2,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V25_CRASH_RECOVERY_REFINE_1H,EM25_A_012,crash_recovery_local,crash_recovery_grid,long,22364,7926,14438,35.4408871400465,1.516381045455617,1.6128630981410375,2.4967253580090554,99.07586897817072,597,0,0.01,0.0004,0.08,EM25_A_012,-0.22,12,240,0.12,0.012,0.9,4.0,-0.16,0.18,-0.35,0.35,72,0.82,0.74,0.095,0.58,0.48,0.82,0.85,2.0,14,18,6,-0.5,mdd_under5,official candidate pool
