combo,run_label,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,cap_removed,ruined,leverage,position_fraction,effective_notional_fraction,fee_per_side,split_n,rank_metric,rank_by_final_return
short_max_v12_L25_SPLIT150,SHORT_MAX_V12_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,874,136,738,15.560640732265446,198.10255201345862,199.44851338562262,25.34059831016836,223.56646846280125,25,62,0,0,True,False,25.0,0.006666666666666667,0.16666666666666669,0.0004,150,198.10255201345862,17
short_max_v12_L12_SPLIT75,SHORT_MAX_V12_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,874,136,738,15.560640732265446,186.28652132272623,187.52726307203562,24.459112053351447,217.20064761331184,25,62,0,0,True,False,12.0,0.013333333333333334,0.16,0.0004,75,186.28652132272623,18
short_max_v12_L20_SPLIT125,SHORT_MAX_V12_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,874,136,738,15.560640732265446,186.28652132272623,187.52726307203562,24.459112053351447,217.20064761331184,25,62,0,0,True,False,20.0,0.008,0.16,0.0004,125,186.28652132272623,19
short_max_v12_L15_SPLIT100,SHORT_MAX_V12_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,874,136,738,15.560640732265446,169.31485071848243,170.40887163175339,23.11791445652389,207.89598000507314,25,62,0,0,True,False,15.0,0.01,0.15,0.0004,100,169.31485071848243,20
short_max_v12_L30_SPLIT200,SHORT_MAX_V12_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,874,136,738,15.560640732265446,169.31485071848243,170.40887163175339,23.11791445652389,207.89598000507314,25,62,0,0,True,False,30.0,0.005,0.15,0.0004,200,169.31485071848243,21
short_max_v12_L7_SPLIT50,SHORT_MAX_V12_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,874,136,738,15.560640732265446,153.21121783937448,154.17105731235802,21.753616957357906,198.879659088161,25,62,0,0,True,False,7.0,0.02,0.14,0.0004,50,153.21121783937448,22
short_max_v12_L10_SPLIT75,SHORT_MAX_V12_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,874,136,738,15.560640732265446,142.93893768684228,143.81586960657327,20.831061673080043,193.02643544007157,25,62,0,0,True,False,10.0,0.013333333333333334,0.13333333333333333,0.0004,75,142.93893768684228,23
short_max_v12_L20_SPLIT150,SHORT_MAX_V12_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,874,136,738,15.560640732265446,142.93893768684228,143.81586960657327,20.831061673080043,193.02643544007157,25,62,0,0,True,False,20.0,0.006666666666666667,0.13333333333333333,0.0004,150,142.93893768684228,24
short_max_v12_L25_SPLIT200,SHORT_MAX_V12_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,874,136,738,15.560640732265446,130.60082278869257,131.38106397217894,19.663012405625665,185.88457665906074,25,62,0,0,True,False,25.0,0.005,0.125,0.0004,200,130.60082278869257,25
short_max_v12_L12_SPLIT100,SHORT_MAX_V12_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,874,136,738,15.560640732265446,123.45785379040524,124.18361152518442,18.954172173322263,181.69146381232903,25,62,0,0,True,False,12.0,0.01,0.12,0.0004,100,123.45785379040524,26
